id,name,acct_code,external_id,customer_id,user_id,project_location_id,project_stage_id,cost_center_id,billing_contact_id,shipping_contact_id,notes,recalc_warning,currency,budget,budget_time,budget_cost,rate,sga_labor,start_date,finish_date,notify_owner,notify_assignees,notify_issue_assigned_to,notify_issue_created_project_owner,notify_issue_created_customer_owner,notify_issue_closed_assigned_to,notify_issue_closed_project_owner,notify_issue_closed_customer_owner,invoice_text,invoice_layout_id,te_approver,az_approver,ta_approver,pr_approver,po_approver,br_approver,tb_approver,te_approvalprocess,az_approvalprocess,ta_approvalprocess,pr_approvalprocess,po_approvalprocess,br_approvalprocess,tb_approvalprocess,dirty,want_dirty,sync_customer,auto_bill,auto_bill_cap,auto_bill_cap_value,auto_bill_override,tax_rate_federal,tax_rate_state,tax_location_id,task_budget_cost,task_budget_revenue,defer_recalc,msp_link_type,sync_workspace,only_owner_can_edit,user_filter,timetype_filter,category_filter,assignment_cc,billing_code,message,active,deleted,created,updated,audit,notify_sr_submitted_project_owner,sold_to_contact_id,dashboard_from,enable_dashboard,attachment_id,custom_1,pm_approver_1,pm_approver_2,pm_approver_3,payroll_type_filter,te_allowance_approver,te_allowance_approvalprocess,cost_type_filter,custom_8,custom_10,portfolio_project_id,is_portfolio_project,project_exclude_filter,customer_exclude_filter,rv_approver,rv_approvalprocess,custom_15,custom_16,credit_invoice_layout_id,rate_card_id,rm_approver,rm_approvalprocess,bg_approver,bg_approvalprocess,contact_id,custom_17,custom_18,newsfeed_id,custom_27,custom_34,custom_37,custom_38,custom_40,custom_41,custom_42,custom_43,custom_44,custom_65,custom_66,custom_68,custom_71,custom_88,custom_89,custom_90,custom_91,custom_92,custom_93,custom_94,custom_95,custom_96,custom_97,custom_98,custom_99,custom_125,custom_127,custom_133,custom_137,custom_143,custom_146,custom_150,custom_158
155,CATA - #Q-07606,,,76,204,2,4,0,0,0,,,USD,0,0,0,0,0,8/17/2020,5/14/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,151,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,CATA : Q-07606,,8083,,,#Q-07606,0000-00-00
156,3rd party - Hardware,,RITM0026191,341,44,0,4,0,0,0,,,GBP,0,0,0,0,0,7/16/2020,7/16/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,5/1/2021 12:11,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,152,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,YHV : Q-07643,,5307,,,,0000-00-00
157,HSRAD - IntelePACS and Clario implementation,,RITM0029660,143,89,2,4,0,0,0,,,USD,0,0,0,0,0,7/30/2020,12/31/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,153,0,,,,,,,,,,,,125749,0000-00-00,,0000-00-00,,9/30/2021,,,,,,,,HSRAD : RITM0029660,,8129,,,#Q-07668,0000-00-00
158,RPAX - New InteleONE Implementation (MASTER) - RITM0019769,,RITM0019769,263,105,2,2,0,0,0,,,USD,0,0,0,0,0,7/24/2020,7/16/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,154,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPAX : RITM0019769,,8223,,,#Q-07701,0000-00-00
159,ABLN - Laurel Bridge Support bank of hours - RITM0030593,,RITM0030593,3,128,2,4,0,0,0,,,USD,0,0,0,0,0,7/9/2020,8/13/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,155,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ABLN : RITM0030593,,8014,,,#Q-07702,0000-00-00
160,RISL - AllScripts Launch IC (Desktop Integration),,RITM0023026,261,112,0,4,0,0,0,,,USD,0,0,0,0,0,7/9/2020,4/16/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,5/1/2021 11:55,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,156,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RISL : Q-07720,,5310,,,,0000-00-00
161,SJC - Enable Scanned Docs in Tech Portal - RITM0028391,,RITM0028391,281,128,2,8,0,0,0,,,USD,0,0,0,0,0,6/22/2020,5/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,5/21/2021 16:09,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,157,0,,,,,,,,,,,,0,5/5/2021,,0000-00-00,,5/5/2021,,,,,,,,SJC : RITM0028391,,8265,,,#Q-07721,0000-00-00
162,RPEG - 202008 RP-Access: PROJECT - Access Migration - RITM0028043,,RITM0028043,2,92,2,4,0,0,0,Lake Charles will Go-Live on July 13 & 15th.,,USD,0,0,0,0,0,5/4/2020,7/14/2021,,,,,,,,,,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,158,0,,,,,,,,,,,,451707,5/5/2021,,0000-00-00,Green,7/15/2021,Green,Green,Risk Category: Clario Optimisation,Green,Green,,,RPEG : RITM0028043,,8227,,,#Q-07764,0000-00-00
163,RPEG - DESERT Radiology Practice Migration -  (Clario) - RITM0028046,,RITM0028046,2,80,2,4,0,0,0,,,USD,0,0,0,0,0,7/3/2020,7/30/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,159,0,,,,,,,,,,,,270000,0000-00-00,,0000-00-00,,7/28/2021,,Yellow,Risk Category: Clario Optimisation,Yellow,,,,RPEG : RITM0028046,,8231,,,#Q-07770,0000-00-00
164,BLR - PCJ Site Addition (Work split into two Quotes),,RITM0027307,68,37,0,4,0,0,0,,,USD,0,0,0,0,0,7/29/2020,6/24/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,5/1/2021 12:23,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,160,0,,,,,,,,,,,,9477,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,BLR : Q-07812,,5301,,,,0000-00-00
165,LUHS - Map the HL7 location - RITM0028842,,RITM0028842,173,0,2,2,0,0,0,,,USD,0,0,0,0,0,7/9/2020,3/31/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,161,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,LUHS : RITM0028842,,8156,,,#Q-07816,0000-00-00
166,RPEG - Rad Enablement training - RITM0033919,,RITM0033919,2,204,2,4,0,0,0,,,USD,0,0,0,0,0,6/22/2020,6/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,162,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,RPEG : RITM0033919,,8241,,,#Q-07824,0000-00-00
167,TMI - Update LDAP Settings - RITM0028700,,RITM0028700,301,193,2,4,0,0,0,,,USD,0,0,0,0,0,6/30/2020,9/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,163,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,TMI : RITM0028700,,8272,,,#Q-07831,0000-00-00
168,5542 - For Deletion,,NA,190,31,0,8,0,0,0,,,AUD,0,0,0,0,0,12/2/2020,12/25/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,164,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
169,USAHN - Grove City site addition - HL7 report migration - RITM0031883,,RITM0031883,312,204,2,4,0,0,0,,,USD,0,0,0,0,0,7/9/2020,6/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,165,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,USAHN : RITM0031883,,8008,,,#Q-07872,0000-00-00
170,ROI - work for migration of CHA into the CHNWs PACS - RITM0029296,,RITM0029296,262,193,2,4,0,0,0,,,USD,0,0,0,0,0,7/30/2020,6/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,166,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ROI : RITM0029296,,8222,,,#Q-07898,0000-00-00
171,CRR: Addition of Server and Data Migration,,RITM0029213,94,73,0,8,0,0,0,this project was reassigned to the CSM for quoting purpuse,,USD,0,0,0,0,0,1/29/2021,3/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,4/20/2021 18:10,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,167,0,,,,,,,,,,,,13342,0000-00-00,,0000-00-00,,4/20/2021,,,,,,,,CRR : Q-07908,,5504,,,,0000-00-00
172,5286 - For Deletion,,NA,2,0,0,8,0,0,0,,,USD,0,0,0,0,0,9/1/2020,9/1/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,168,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
173,5294 - For Deletion,,NA,2,71,0,8,0,0,0,,,USD,0,0,0,0,0,8/10/2020,8/10/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,169,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
174,JRAD - New EMR to launch EV desktop integration - RITM0029024,,RITM0029024,161,0,2,2,0,0,0,,,USD,0,0,0,0,0,7/21/2020,7/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,170,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,JRAD : RITM0029024,,8149,,,#Q-07974,0000-00-00
175,"BLR - Clario SmartWorklist, Reporting, and Odyssey AI Implementation - RITM0030115",,RITM0030115,68,37,2,4,0,0,0,"Updated project completion date as we ClarioReporting with Fluency Direct VR is only available by end of June early July, need ample time for testing and implementation.",,USD,0,0,0,0,0,9/15/2020,8/16/2021,,,,,,,,,,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,7/2/2021 15:08,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,171,0,,,,,,,,,Project,,,50240,0000-00-00,,0000-00-00,Green,8/10/2021,Green,Green,,Green,Green,,,BLR : RITM0030115,,8071,,,#Q-07975,0000-00-00
176,ARS - WO to create - Bank of hours - RITM0029364,,RITM0029364,18,73,2,8,0,0,0,,,USD,0,0,0,0,0,8/4/2020,7/9/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,5/3/2021 15:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,172,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ARS : RITM0029364,,8031,,,#Q-08005,0000-00-00
177,TRA - Rename of 3 servers,,RITM0029174,305,199,2,5,0,0,0,,,USD,0,0,0,0,0,7/27/2020,6/28/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,173,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,7/31/2021,,,,,,,,TRA : RITM0029174,,8275,,,#Q-08030,0000-00-00
178,UCI - IntelePACS Install (Canopy Client) - RITM0032042,,RITM0032042,364,89,2,4,0,0,0,,,USD,0,0,0,0,0,10/30/2020,11/30/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/30/2021 16:50,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,174,0,,,,,,,,,,,,66979,6/29/2021,,6/7/2021,,6/29/2021,Red,,"This project is delayed due to critical issues (not on intelerad), but due to lack of WIT resources, we cannot go-live when they want/need to. Canopy is escalating and will be reaching out to Intelerad management. heavily impacts customer.",Red,,,,UCI : RITM0032042,,8276,,,#Q-09349,0000-00-00
179,CAPIT - AUFSR Consolidation project - RITM0029419,,RITM0029419,74,53,1,7,0,0,0,,,AUD,0,0,0,0,0,11/4/2020,10/1/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,4/4/2021 16:27,7/1/2021 21:43,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,13,175,0,,,,,,,,06- Site Addition,Project,,,0,7/2/2021,3,7/2/2021,Green,7/30/2021,Green,Green,,Green,Green,,,CAPIT : RITM0029419,,8076,,,#Q-08095,0000-00-00
180,GCHHS - Full PACS - Project Hand-Off - RITM0018148,,RITM0018148,127,100,1,8,0,0,0,"RITM001848 is the ticket for the main project.
RITM002359 is for the VNA added to the project during execution.

additional task for Kestral migration for No Report studies - 9 days",,AUD,0,0,0,0,0,11/15/2018,5/26/2021,,,,,,,,,,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/4/2021 2:02,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,176,0,,,,,,,,01- PACS,Project,,,0,4/1/2019,2,5/28/2021,Green,5/30/2021,Green,Green,,Green,Green,,,GCHHS : RITM0018148,,8113,,,#Q-08098,7/20/2021
181,GCHHS - GCHHS - LTIA - VNA DICOM Images Migration from PACS - RITM0030875,,RITM0030875,127,116,1,4,0,0,0,,,AUD,0,0,0,0,0,10/19/2020,4/22/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,177,0,,,,,,,,,,,,0,0000-00-00,,5/7/2021,,6/2/2021,,,,,,,,GCHHS : RITM0030875,,8114,,,#Q-08131,0000-00-00
182,DJP - Clario Deployment - Additional HL7 Interfaces - Inbound (qty=2),,RITM0024537,102,100,0,4,0,0,0,,,AUD,0,0,0,0,0,9/10/2020,6/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,4/15/2021 13:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,178,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,DJP : Q-08174,,3255,,,,0000-00-00
183,5225 - For Deletion,,NA,349,76,0,8,0,0,0,,,CAD,0,0,0,0,0,11/12/2020,11/12/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,5/12/2021 22:41,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,179,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
184,IMGX - Activites en liens avec le projet de releve - RITM0029721,,RITM0029721,152,0,2,2,0,0,0,,,CAD,0,0,0,0,0,9/10/2020,5/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,180,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,IMGX : RITM0029721,,8142,,,#Q-08194,0000-00-00
185,SVHM - new IntelePACS project - RITM0032184,,RITM0032184,363,100,1,4,0,0,0,"IntelePACS + Clario + Blackford

MPI for Clario included, MPI for PACS added in and approved - Valerie's email around June 10th 2021.",,AUD,0,0,0,0,0,12/10/2020,3/31/2022,,,,,,,,,,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,,,,,,,,,,"SVHM :
30% signature = 2020.12.09 = 280927.446 AUD  -- Already billed 
30% on 90 days from above = 2021.03.09 = 280927.446 AUD -- Invoiced on 2021.06.03
40% on first clinical use or 90 days from ii = 2021.06.09 = 340570.82 AUD",1,,4/4/2021 16:27,6/15/2021 1:37,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,1,181,0,,,,,,,,04- PACS+Clario,Project,,,211719,0000-00-00,1,3/31/2022,Green,3/31/2022,Green,Green,"Back on track, R&D items still in discussion with R&D.
Need ETA from team.",Green,Green,,,SVHM : RITM0032184,,8270,,,#Q-08213,0000-00-00
186,UIC - Phase 2 Discussion on integration with Unity/Merge - RITM0029409,,RITM0029409,309,0,2,2,0,0,0,,,USD,0,0,0,0,0,8/26/2020,3/31/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,182,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,UIC : RITM0029409,,8278,,,#Q-08218,0000-00-00
187,SIACT - Create an inbound/outbound Hl7 integration - RITM0030093,,RITM0030093,278,28,2,8,0,0,0,,,USD,0,0,0,0,0,9/10/2020,4/29/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,,4/4/2021 16:27,5/3/2021 15:51,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,183,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,SIACT : RITM0030093,,8264,,,#Q-08256,0000-00-00
188,RPEG - RPEG - JFKH Site Addition - RITM0029829,,RITM0029829,2,37,2,4,0,0,0,,,USD,0,0,0,0,0,9/15/2020,10/28/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,184,0,,,,,,,,,,,,25500,0000-00-00,,0000-00-00,Green,10/30/2021,Green,Yellow,Still on hold on client's end - there's a chance the PCD will be moved,Green,Green,,,RPEG : RITM0029829,,8246,,,#Q-08273,0000-00-00
189,5509 - For Deletion,,NA,233,98,0,8,0,0,0,"Note from EW:
==

Bill License 100% upon acceptance of trial on January 28, 2021 [ZA]
Invoice #102080 (100% on completion)[RS]
Recurring fees start on Feb 1, 2021. [ZA]
==",,AUD,0,0,0,0,0,1/26/2021,1/26/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:35,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,185,0,,,,,,,,"16- New Module, Feature, or Product",Project,,,11808,0000-00-00,3,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
190,CAPIT - Report generation  - RITM0030633,,RITM0030633,74,98,1,8,0,0,0,,,AUD,0,0,0,0,0,10/7/2020,4/12/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,5/18/2021 20:12,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,186,0,,,,,,,,,,,,0,0000-00-00,,6/4/2021,,6/4/2021,,,,,,,,CAPIT : RITM0030633,,8078,,,#Q-08336,0000-00-00
191,ARS - Manage responses CORL Audit - RITM0030691,,RITM0030691,18,230,2,4,0,0,0,,,USD,0,0,0,0,0,10/19/2020,4/15/2021,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,6/28/2021 16:44,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,187,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,ARS : RITM0030691,,8028,,,#Q-08346,0000-00-00
192,5236 - For Deletion,,NA,317,33,0,8,0,0,0,,,USD,0,0,0,0,0,10/29/2020,10/29/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,188,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
193,Rapport historique DSQ,,RITM0030189,152,73,2,4,0,0,0,,,CAD,0,0,0,0,0,9/17/2020,7/29/2021,,,,,,,,,,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,,4/4/2021 16:27,7/1/2021 14:38,,,0,,,0,1,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,189,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,7/30/2021,,,,,,,,IMGX : RITM0028486,,8143,,,#Q-08363,0000-00-00
194,HSRAD: IntelePACS and Clario implementation,,RITM0029660,143,78,0,4,0,0,0,,,USD,0,0,0,0,0,9/21/2020,9/21/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,1,1,4/4/2021 16:27,5/1/2021 12:46,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,190,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,HSRAD : Q-08379,,5267,,,,0000-00-00
195,5268 - For Deletion,,NA,2,95,0,8,0,0,0,,,USD,0,0,0,0,0,9/21/2020,9/21/2020,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,,,,,,,,,,,1,4/4/2021 16:27,5/25/2021 17:47,,,0,,,0,,0,0,0,,0,0,,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,191,0,,,,,,,,,,,,0,0000-00-00,,0000-00-00,,0000-00-00,,,,,,,,NA,,Delete,,,,0000-00-00
